id,SPCapacityAvailable,temperature,windspeed,visibility,hour,weekday,weather_Clear,weather_Fog,weather_Ice Pellets,weather_Mostly Cloudy,weather_Overcast,weather_Partly Cloudy,weather_Rain,weather_Snow,weather_Thunderstorm
1996,36,5,3,16,23.5,3,1,0,0,0,0,0,0,0,0
1997,36,5,5,16,0.0,4,1,0,0,0,0,0,0,0,0
1998,36,5,10,16,0.5,4,1,0,0,0,0,0,0,0,0
1999,36,5,3,14,1.0,4,1,0,0,0,0,0,0,0,0
2000,36,4,1,14,1.5,4,1,0,0,0,0,0,0,0,0
2001,36,4,1,14,2.0,4,1,0,0,0,0,0,0,0,0
2002,36,4,5,14,2.5,4,1,0,0,0,0,0,0,0,0
2003,36,4,1,14,3.0,4,1,0,0,0,0,0,0,0,0
2004,36,4,5,14,3.5,4,1,0,0,0,0,0,0,0,0
2005,36,4,1,14,4.0,4,1,0,0,0,0,0,0,0,0
2006,36,4,3,16,4.5,4,1,0,0,0,0,0,0,0,0
2007,36,4,6,14,5.0,4,1,0,0,0,0,0,0,0,0
2008,36,3,1,16,5.5,4,1,0,0,0,0,0,0,0,0
2009,36,3,1,16,6.0,4,1,0,0,0,0,0,0,0,0
2010,36,3,1,14,6.5,4,1,0,0,0,0,0,0,0,0
2011,36,4,0,14,7.0,4,1,0,0,0,0,0,0,0,0
2012,34,4,1,11,7.5,4,0,0,0,0,0,1,0,0,0
2013,29,4,0,13,8.0,4,0,0,0,0,0,1,0,0,0
2014,21,4,1,255,8.5,4,0,0,0,0,0,0,0,0,0
2015,13,5,0,16,9.0,4,0,0,0,0,0,1,0,0,0
2016,9,6,0,13,9.5,4,0,0,0,1,0,0,0,0,0
2017,8,7,1,13,10.0,4,0,0,0,1,0,0,0,0,0
2018,3,8,1,14,10.5,4,0,0,0,1,0,0,0,0,0
2019,3,9,1,14,11.0,4,0,0,0,1,0,0,0,0,0
2020,3,10,5,16,12.0,4,0,0,0,1,0,0,0,0,0
2021,5,14,3,16,12.5,4,0,0,0,1,0,0,0,0,0
2022,6,10,3,16,13.0,4,0,0,0,1,0,0,0,0,0
2023,10,10,1,16,13.5,4,0,0,0,1,0,0,0,0,0
2024,11,10,5,16,14.0,4,0,0,0,0,1,0,0,0,0
2025,10,10,0,5,14.5,4,0,0,0,0,0,0,1,0,0
2026,12,10,3,16,15.0,4,0,0,0,1,0,0,0,0,0
2027,14,10,8,16,15.5,4,0,0,0,0,1,0,0,0,0
2028,23,10,3,16,16.0,4,0,0,0,1,0,0,0,0,0
2029,24,10,6,16,16.5,4,0,0,0,1,0,0,0,0,0
2030,29,10,3,14,17.0,4,0,0,0,1,0,0,0,0,0
2031,33,9,3,14,17.5,4,0,0,0,1,0,0,0,0,0
2032,36,9,0,16,18.0,4,0,0,0,0,1,0,0,0,0
2033,35,9,1,16,19.0,4,0,0,0,0,1,0,0,0,0
2034,33,9,1,8,19.5,4,0,0,0,0,1,0,0,0,0
2035,33,9,3,4,20.0,4,0,0,0,0,0,0,1,0,0
2036,35,8,1,4,20.5,4,0,0,0,0,0,0,1,0,0
2037,34,9,3,4,21.0,4,0,0,0,0,0,0,1,0,0
2038,34,8,0,6,21.5,4,0,0,0,0,1,0,0,0,0
2039,36,8,1,6,22.0,4,0,0,0,0,1,0,0,0,0
2040,37,8,0,5,22.5,4,0,1,0,0,0,0,0,0,0
2041,39,9,0,3,23.0,4,0,0,0,0,0,0,1,0,0
2042,40,9,1,6,23.5,4,0,0,0,0,1,0,0,0,0
2043,40,9,0,6,0.0,5,0,0,0,0,1,0,0,0,0
2044,40,10,3,255,0.5,5,0,0,0,0,0,0,1,0,0
2045,40,10,1,6,1.0,5,0,0,0,0,1,0,0,0,0
2046,40,10,3,6,1.5,5,0,0,0,0,1,0,0,0,0
2047,40,9,5,8,2.0,5,0,0,0,0,1,0,0,0,0
2048,40,9,1,11,2.5,5,0,0,0,1,0,0,0,0,0
2049,40,10,1,11,3.0,5,0,0,0,1,0,0,0,0,0
2050,40,10,3,13,3.5,5,0,0,0,0,0,1,0,0,0
2051,40,10,3,13,4.0,5,0,0,0,1,0,0,0,0,0
2052,40,11,1,14,4.5,5,0,0,0,1,0,0,0,0,0
2053,40,11,3,14,5.0,5,0,0,0,1,0,0,0,0,0
2054,40,11,3,16,5.5,5,0,0,0,0,0,1,0,0,0
2055,40,11,3,16,6.0,5,0,0,0,0,0,1,0,0,0
2056,40,11,3,16,6.5,5,0,0,0,0,0,1,0,0,0
2057,40,11,3,16,7.0,5,0,0,0,0,0,1,0,0,0
2058,40,11,5,16,7.5,5,0,0,0,0,0,1,0,0,0
2059,40,11,6,16,8.0,5,0,0,0,0,0,1,0,0,0
2060,41,12,1,16,8.5,5,0,0,0,0,0,1,0,0,0
2061,42,12,5,16,9.0,5,0,0,0,0,0,1,0,0,0
2062,41,13,6,16,9.5,5,0,0,0,0,0,1,0,0,0
2063,40,13,3,16,10.0,5,0,0,0,0,0,1,0,0,0
2064,39,13,14,16,10.5,5,0,0,0,0,0,1,0,0,0
2065,40,13,3,16,11.0,5,0,0,0,0,0,1,0,0,0
2066,38,14,6,16,11.5,5,0,0,0,1,0,0,0,0,0
2067,9,14,3,16,12.0,5,0,0,0,1,0,0,0,0,0
2068,38,14,5,16,12.5,5,0,0,0,1,0,0,0,0,0
2069,38,14,1,16,13.0,5,0,0,0,0,1,0,0,0,0
2070,38,14,6,16,13.5,5,0,0,0,0,1,0,0,0,0
2071,37,14,6,16,14.0,5,0,0,0,0,1,0,0,0,0
2072,37,13,1,3,14.5,5,0,0,0,0,0,0,1,0,0
2073,38,13,0,4,15.0,5,0,0,0,0,0,0,1,0,0
2074,35,13,3,14,15.5,5,0,0,0,0,1,0,0,0,0
2075,37,13,1,14,16.0,5,0,0,0,0,1,0,0,0,0
2076,37,13,6,5,16.5,5,0,1,0,0,0,0,0,0,0
2077,40,13,1,5,17.0,5,0,1,0,0,0,0,0,0,0
2078,40,12,0,8,17.5,5,0,0,0,0,1,0,0,0,0
2079,40,12,3,11,18.0,5,0,0,0,0,1,0,0,0,0
2080,41,12,1,10,18.5,5,0,0,0,0,1,0,0,0,0
2081,38,12,0,10,19.0,5,0,0,0,0,1,0,0,0,0
2082,37,12,1,13,19.5,5,0,0,0,0,1,0,0,0,0
2083,38,12,0,11,20.0,5,0,0,0,0,1,0,0,0,0
2084,36,11,3,11,20.5,5,0,0,0,0,1,0,0,0,0
2085,37,11,0,11,21.0,5,0,0,0,0,0,1,0,0,0
2086,37,11,0,8,21.5,5,0,0,0,0,0,1,0,0,0
2087,36,11,0,8,22.0,5,0,0,0,1,0,0,0,0,0
2088,36,10,0,8,23.0,5,0,0,0,1,0,0,0,0,0
2089,38,10,0,8,23.5,5,0,0,0,0,0,1,0,0,0
2090,37,9,0,8,0.0,6,0,0,0,0,0,1,0,0,0
2091,37,9,0,8,0.5,6,0,0,0,0,0,1,0,0,0
2092,37,9,0,8,1.0,6,0,0,0,1,0,0,0,0,0
2093,37,9,0,8,1.5,6,0,0,0,1,0,0,0,0,0
2094,37,9,0,5,2.0,6,0,0,0,0,0,0,1,0,0
2095,37,10,1,3,2.5,6,0,0,0,0,0,0,1,0,0
2096,37,10,0,3,3.0,6,0,0,0,0,0,0,1,0,0
2097,37,10,0,3,3.5,6,0,0,0,0,0,0,1,0,0
2098,37,10,1,1,4.0,6,0,0,0,0,0,0,1,0,0
2099,37,10,0,6,4.5,6,0,0,0,0,1,0,0,0,0
2100,37,10,1,6,5.0,6,0,0,0,0,1,0,0,0,0
2101,37,10,0,5,5.5,6,0,0,0,1,0,0,0,0,0
2102,37,10,0,3,6.0,6,0,0,0,0,0,0,1,0,0
2103,37,10,0,6,6.5,6,0,0,0,0,1,0,0,0,0
2104,37,10,0,3,7.0,6,0,0,0,0,0,0,1,0,0
2105,37,10,0,3,7.5,6,0,0,0,0,0,0,1,0,0
2106,37,10,0,3,8.0,6,0,0,0,0,0,0,1,0,0
2107,38,10,1,3,8.5,6,0,0,0,0,0,0,1,0,0
2108,38,10,0,6,9.0,6,0,0,0,0,1,0,0,0,0
2109,39,9,0,8,9.5,6,0,0,0,0,1,0,0,0,0
2110,39,10,0,11,10.0,6,0,0,0,0,1,0,0,0,0
2111,38,10,0,11,10.5,6,0,0,0,0,1,0,0,0,0
2112,37,12,3,13,11.0,6,0,0,0,0,1,0,0,0,0
2113,36,12,3,13,11.5,6,0,0,0,1,0,0,0,0,0
2114,6,13,3,14,12.0,6,0,0,0,1,0,0,0,0,0
2115,35,14,6,13,12.5,6,0,0,0,0,1,0,0,0,0
2116,35,15,3,13,13.0,6,0,0,0,1,0,0,0,0,0
2117,35,15,5,16,13.5,6,0,0,0,1,0,0,0,0,0
2118,35,16,1,16,14.0,6,0,0,0,0,0,1,0,0,0
2119,35,16,8,16,14.5,6,0,0,0,0,0,1,0,0,0
2120,35,16,3,16,15.0,6,0,0,0,1,0,0,0,0,0
2121,35,17,11,16,15.5,6,0,0,0,1,0,0,0,0,0
2122,35,18,1,16,16.0,6,0,0,0,0,0,1,0,0,0
2123,38,17,6,16,16.5,6,0,0,0,0,0,1,0,0,0
2124,38,16,5,16,17.5,6,0,0,0,0,0,1,0,0,0
2125,39,15,1,16,18.0,6,0,0,0,0,0,1,0,0,0
2126,39,15,3,16,18.5,6,0,0,0,0,0,1,0,0,0
2127,38,14,0,16,19.0,6,0,0,0,0,0,1,0,0,0
2128,38,13,0,16,19.5,6,1,0,0,0,0,0,0,0,0
2129,39,13,0,16,20.0,6,1,0,0,0,0,0,0,0,0
2130,39,13,0,16,20.5,6,1,0,0,0,0,0,0,0,0
2131,39,13,3,16,21.0,6,0,0,0,0,0,1,0,0,0
2132,40,13,1,16,21.5,6,0,0,0,0,0,1,0,0,0
2133,41,13,1,16,22.0,6,0,0,0,0,0,1,0,0,0
2134,41,13,5,16,22.5,6,0,0,0,0,0,1,0,0,0
2135,41,12,1,16,23.0,6,0,0,0,0,0,1,0,0,0
2136,42,12,13,16,23.5,6,0,0,0,0,0,1,0,0,0
2137,42,12,0,16,0.0,0,0,0,0,0,0,1,0,0,0
2138,42,11,3,16,0.5,0,0,0,0,0,0,1,0,0,0
2139,42,11,0,16,1.0,0,0,0,0,0,0,1,0,0,0
2140,42,10,0,16,1.5,0,1,0,0,0,0,0,0,0,0
2141,42,9,0,16,2.0,0,1,0,0,0,0,0,0,0,0
2142,42,8,0,16,2.5,0,1,0,0,0,0,0,0,0,0
2143,42,8,0,16,3.0,0,1,0,0,0,0,0,0,0,0
2144,42,8,0,16,3.5,0,1,0,0,0,0,0,0,0,0
2145,42,7,0,16,4.0,0,1,0,0,0,0,0,0,0,0
2146,42,7,0,16,4.5,0,1,0,0,0,0,0,0,0,0
2147,42,8,0,16,5.0,0,1,0,0,0,0,0,0,0,0
2148,42,8,0,16,5.5,0,1,0,0,0,0,0,0,0,0
2149,42,9,3,16,6.0,0,1,0,0,0,0,0,0,0,0
2150,42,9,0,16,6.5,0,1,0,0,0,0,0,0,0,0
2151,42,9,0,16,7.0,0,1,0,0,0,0,0,0,0,0
2152,39,9,10,16,7.5,0,0,0,0,0,0,1,0,0,0
2153,34,9,1,16,8.0,0,0,0,0,0,0,1,0,0,0
2154,26,10,3,16,8.5,0,0,0,0,1,0,0,0,0,0
2155,18,11,6,16,9.0,0,0,0,0,1,0,0,0,0,0
2156,16,11,6,16,9.5,0,0,0,0,1,0,0,0,0,0
2157,12,12,1,16,10.0,0,0,0,0,1,0,0,0,0,0
2158,13,12,5,16,10.5,0,0,0,0,1,0,0,0,0,0
2159,13,12,6,16,11.0,0,0,0,0,1,0,0,0,0,0
2160,14,11,5,16,11.5,0,0,0,0,0,1,0,0,0,0
2161,12,12,6,16,12.0,0,0,0,0,1,0,0,0,0,0
2162,10,12,5,16,12.5,0,0,0,0,1,0,0,0,0,0
2163,9,13,8,16,13.0,0,0,0,0,1,0,0,0,0,0
2164,6,12,6,8,13.5,0,0,0,0,0,0,0,1,0,0
2165,3,12,3,11,14.0,0,0,0,0,0,0,0,1,0,0
2166,3,13,20,16,14.5,0,0,0,0,0,1,0,0,0,0
2167,3,14,11,16,15.0,0,0,0,0,0,1,0,0,0,0
2168,5,13,8,16,15.5,0,0,0,0,1,0,0,0,0,0
2169,8,12,18,16,16.0,0,0,0,0,0,1,0,0,0,0
2170,8,12,14,16,16.5,0,0,0,0,0,1,0,0,0,0
2171,12,10,6,16,17.0,0,0,0,0,0,1,0,0,0,0
2172,21,10,6,11,17.5,0,0,0,0,0,1,0,0,0,0
2173,23,10,1,16,18.5,0,0,0,0,0,1,0,0,0,0
2174,22,10,0,16,19.0,0,0,0,0,0,1,0,0,0,0
2175,24,9,10,16,19.5,0,0,0,0,0,1,0,0,0,0
2176,25,9,10,16,20.0,0,0,0,0,0,1,0,0,0,0
2177,26,9,2,14,21.0,0,0,0,0,0,1,0,0,0,0
2178,26,9,1,10,21.5,0,0,0,0,0,1,0,0,0,0
2179,28,9,3,10,22.0,0,0,0,0,1,0,0,0,0,0
2180,31,9,3,13,22.5,0,0,0,0,0,1,0,0,0,0
2181,32,9,6,6,23.0,0,0,0,0,0,0,0,1,0,0
2182,31,9,13,6,23.5,0,0,0,0,0,0,0,1,0,0
2183,31,9,6,6,0.0,1,0,0,0,0,0,0,1,0,0
2184,31,9,1,11,0.5,1,0,0,0,0,1,0,0,0,0
2185,31,9,8,11,1.0,1,0,0,0,0,1,0,0,0,0
2186,31,9,5,10,1.5,1,0,0,0,0,1,0,0,0,0
2187,31,9,3,10,2.0,1,0,0,0,0,1,0,0,0,0
2188,31,8,3,6,2.5,1,0,0,0,0,1,0,0,0,0
2189,32,8,5,6,3.0,1,0,0,0,0,1,0,0,0,0
2190,32,7,6,6,3.5,1,0,0,0,0,1,0,0,0,0
2191,32,7,3,6,4.0,1,0,0,0,0,1,0,0,0,0
2192,32,6,6,6,4.5,1,0,0,0,1,0,0,0,0,0
2193,32,6,1,255,5.0,1,0,0,0,0,0,0,1,0,0
2194,32,6,3,5,5.5,1,0,0,0,0,0,0,1,0,0
2195,32,6,1,8,6.0,1,0,0,0,1,0,0,0,0,0
2196,33,6,8,5,6.5,1,0,0,0,0,0,0,1,0,0
2197,31,6,11,5,7.5,1,0,0,0,0,0,0,1,0,0
2198,30,5,1,5,8.0,1,0,0,0,0,0,0,1,0,0
2199,23,5,6,5,8.5,1,0,0,0,0,0,0,1,0,0
2200,17,5,3,10,9.0,1,0,0,0,0,1,0,0,0,0
2201,9,5,3,11,9.5,1,0,0,0,0,1,0,0,0,0
2202,9,5,1,11,10.0,1,0,0,0,0,1,0,0,0,0
2203,6,6,5,13,10.5,1,0,0,0,1,0,0,0,0,0
2204,1,6,3,13,11.0,1,0,0,0,0,1,0,0,0,0
2205,0,6,0,13,11.5,1,0,0,0,0,1,0,0,0,0
2206,1,6,5,6,12.0,1,0,0,0,0,0,0,1,0,0
2207,3,6,1,11,12.5,1,0,0,0,0,1,0,0,0,0
2208,5,6,3,11,13.0,1,0,0,0,0,1,0,0,0,0
2209,6,6,1,16,13.5,1,0,0,0,0,1,0,0,0,0
2210,7,6,0,16,14.0,1,0,0,0,0,1,0,0,0,0
2211,8,6,8,16,14.5,1,0,0,0,0,1,0,0,0,0
2212,8,6,0,16,15.0,1,0,0,0,0,1,0,0,0,0
2213,6,7,3,16,15.5,1,0,0,0,0,1,0,0,0,0
2214,12,8,1,16,16.0,1,0,0,0,0,1,0,0,0,0
2215,16,7,3,16,16.5,1,0,0,0,0,1,0,0,0,0
2216,16,7,0,16,17.5,1,0,0,0,0,1,0,0,0,0
2217,22,7,0,16,18.0,1,0,0,0,0,1,0,0,0,0
2218,20,7,0,16,18.5,1,0,0,0,0,1,0,0,0,0
2219,18,6,0,16,19.0,1,0,0,0,0,1,0,0,0,0
2220,15,7,0,16,19.5,1,0,0,0,1,0,0,0,0,0
2221,16,6,1,14,20.0,1,0,0,0,1,0,0,0,0,0
2222,16,6,0,13,20.5,1,0,0,0,1,0,0,0,0,0
2223,21,5,0,13,21.0,1,0,0,0,1,0,0,0,0,0
2224,23,4,0,13,21.5,1,0,0,0,1,0,0,0,0,0
2225,24,4,0,13,22.0,1,0,0,0,1,0,0,0,0,0
2226,27,4,0,11,22.5,1,0,0,0,0,1,0,0,0,0
2227,28,4,0,11,23.0,1,0,0,0,1,0,0,0,0,0
2228,27,5,0,11,0.0,2,0,0,0,1,0,0,0,0,0
2229,26,5,0,255,0.5,2,0,0,0,0,0,0,0,0,0
2230,26,5,0,10,1.0,2,0,0,0,1,0,0,0,0,0
2231,26,5,0,8,1.5,2,0,0,0,1,0,0,0,0,0
2232,26,5,0,8,2.0,2,0,0,0,1,0,0,0,0,0
2233,26,4,0,8,2.5,2,0,0,0,0,0,1,0,0,0
2234,26,4,0,8,3.0,2,0,0,0,0,0,1,0,0,0
2235,26,4,0,8,3.5,2,0,0,0,0,0,1,0,0,0
2236,26,4,0,8,4.0,2,1,0,0,0,0,0,0,0,0
2237,26,5,0,8,4.5,2,1,0,0,0,0,0,0,0,0
2238,26,5,0,8,5.0,2,0,0,0,0,0,1,0,0,0
2239,26,4,0,8,5.5,2,1,0,0,0,0,0,0,0,0
2240,26,3,0,8,6.0,2,1,0,0,0,0,0,0,0,0
2241,26,3,0,8,6.5,2,1,0,0,0,0,0,0,0,0
2242,25,2,0,8,7.0,2,1,0,0,0,0,0,0,0,0
2243,23,2,0,8,7.5,2,1,0,0,0,0,0,0,0,0
2244,19,2,0,8,8.0,2,1,0,0,0,0,0,0,0,0
2245,11,4,0,8,8.5,2,1,0,0,0,0,0,0,0,0
2246,4,5,5,10,9.0,2,1,0,0,0,0,0,0,0,0
2247,0,6,1,10,9.5,2,1,0,0,0,0,0,0,0,0
2248,2,8,10,10,10.0,2,0,0,0,0,0,1,0,0,0
2249,0,10,10,16,10.5,2,0,0,0,0,0,1,0,0,0
2250,4,11,3,14,11.0,2,0,0,0,0,0,1,0,0,0
2251,8,12,5,16,11.5,2,0,0,0,0,0,1,0,0,0
2252,12,12,5,16,12.0,2,0,0,0,1,0,0,0,0,0
2253,11,13,6,16,12.5,2,0,0,0,1,0,0,0,0,0
2254,11,13,3,16,13.0,2,0,0,0,1,0,0,0,0,0
2255,10,15,1,16,13.5,2,0,0,0,1,0,0,0,0,0
2256,13,12,3,16,14.0,2,0,0,0,0,0,1,0,0,0
2257,14,13,2,16,14.5,2,0,0,0,0,0,1,0,0,0
2258,17,14,6,16,15.0,2,0,0,0,0,0,1,0,0,0
2259,16,13,1,16,15.5,2,0,0,0,0,0,1,0,0,0
2260,22,14,0,16,16.0,2,0,0,0,0,0,1,0,0,0
2261,20,13,10,16,16.5,2,0,0,0,0,0,1,0,0,0
2262,27,14,1,16,17.0,2,0,0,0,0,0,1,0,0,0
2263,31,12,3,16,17.5,2,1,0,0,0,0,0,0,0,0
2264,36,11,3,16,18.5,2,1,0,0,0,0,0,0,0,0
2265,35,11,1,16,19.0,2,1,0,0,0,0,0,0,0,0
2266,33,10,5,16,19.5,2,1,0,0,0,0,0,0,0,0
2267,30,10,3,16,20.0,2,1,0,0,0,0,0,0,0,0
2268,40,8,3,16,22.0,2,1,0,0,0,0,0,0,0,0
2269,42,9,6,16,22.5,2,1,0,0,0,0,0,0,0,0
2270,43,8,8,16,23.0,2,1,0,0,0,0,0,0,0,0
2271,43,8,6,16,23.5,2,1,0,0,0,0,0,0,0,0
2272,44,7,5,16,0.0,3,1,0,0,0,0,0,0,0,0
2273,44,7,5,16,0.5,3,1,0,0,0,0,0,0,0,0
2274,44,7,5,16,1.0,3,1,0,0,0,0,0,0,0,0
2275,44,7,14,16,1.5,3,1,0,0,0,0,0,0,0,0
2276,44,6,3,16,2.0,3,1,0,0,0,0,0,0,0,0
2277,44,6,13,16,2.5,3,1,0,0,0,0,0,0,0,0
2278,44,6,3,16,3.0,3,1,0,0,0,0,0,0,0,0
2279,44,6,8,16,3.5,3,0,0,0,0,0,1,0,0,0
2280,44,6,6,16,4.0,3,0,0,0,0,0,1,0,0,0
2281,44,6,11,16,4.5,3,0,0,0,0,0,1,0,0,0
2282,44,6,1,16,5.0,3,0,0,0,0,0,1,0,0,0
2283,44,6,1,16,5.5,3,0,0,0,0,0,1,0,0,0
2284,44,6,3,16,6.0,3,0,0,0,0,0,1,0,0,0
2285,45,6,5,16,6.5,3,0,0,0,0,0,1,0,0,0
2286,44,6,11,16,7.0,3,0,0,0,0,0,1,0,0,0
2287,44,6,3,16,7.5,3,0,0,0,0,0,1,0,0,0
2288,43,6,5,16,8.0,3,0,0,0,0,0,1,0,0,0
2289,37,7,3,16,8.5,3,0,0,0,1,0,0,0,0,0
2290,28,7,5,16,9.0,3,0,0,0,1,0,0,0,0,0
2291,27,8,3,16,9.5,3,0,0,0,1,0,0,0,0,0
2292,24,9,0,16,10.0,3,0,0,0,0,1,0,0,0,0
2293,22,9,1,16,10.5,3,0,0,0,0,1,0,0,0,0
2294,22,10,5,16,11.0,3,0,0,0,0,1,0,0,0,0
2295,21,8,0,3,12.0,3,0,0,0,0,0,0,1,0,0
2296,21,8,8,3,12.5,3,0,0,0,0,0,0,1,0,0
2297,19,8,6,16,13.0,3,0,0,0,0,1,0,0,0,0
2298,17,7,3,3,13.5,3,0,0,0,0,0,0,1,0,0
2299,17,7,1,3,14.0,3,0,0,0,0,0,0,1,0,0
2300,18,7,3,4,14.5,3,0,0,0,0,0,0,1,0,0
2301,18,8,1,3,15.0,3,0,0,0,0,0,0,1,0,0
2302,24,8,1,255,16.0,3,0,0,0,0,0,0,1,0,0
2303,25,8,1,3,16.5,3,0,0,0,0,0,0,1,0,0
2304,30,9,1,11,17.0,3,0,0,0,0,1,0,0,0,0
2305,34,9,3,255,17.5,3,0,0,0,0,0,0,1,0,0
2306,39,9,10,6,18.0,3,0,0,0,0,0,0,1,0,0
2307,40,8,1,13,18.5,3,0,0,0,0,1,0,0,0,0
2308,36,8,0,5,19.0,3,0,0,0,0,0,0,1,0,0
2309,35,8,1,8,19.5,3,0,0,0,1,0,0,0,0,0
2310,34,8,1,8,20.0,3,0,0,0,0,1,0,0,0,0
2311,34,8,0,3,20.5,3,0,0,0,0,0,0,1,0,0
2312,35,8,1,8,21.0,3,0,0,0,0,0,0,1,0,0
2313,37,7,3,8,21.5,3,0,0,0,1,0,0,0,0,0
2314,38,7,0,10,22.0,3,0,0,0,0,1,0,0,0,0
2315,44,7,0,8,22.5,3,0,0,0,0,0,1,0,0,0
2316,44,7,0,8,23.0,3,0,0,0,1,0,0,0,0,0
2317,44,6,0,8,23.5,3,0,0,0,1,0,0,0,0,0
2318,44,6,0,8,0.0,4,0,0,0,1,0,0,0,0,0
2319,44,5,0,8,0.5,4,0,0,0,0,0,1,0,0,0
2320,42,4,0,8,2.0,4,0,0,0,0,0,1,0,0,0
2321,42,4,0,8,2.5,4,0,0,0,0,0,1,0,0,0
2322,42,5,0,8,3.0,4,0,0,0,0,0,1,0,0,0
2323,42,5,0,8,3.5,4,0,0,0,0,0,1,0,0,0
2324,42,6,0,8,4.0,4,0,0,0,0,0,1,0,0,0
2325,42,5,0,8,4.5,4,0,0,0,0,0,1,0,0,0
2326,42,5,0,8,5.0,4,0,0,0,1,0,0,0,0,0
2327,42,5,0,8,5.5,4,0,0,0,1,0,0,0,0,0
2328,42,5,0,6,6.0,4,0,0,0,0,1,0,0,0,0
2329,43,6,0,6,6.5,4,0,0,0,0,1,0,0,0,0
2330,42,7,0,6,7.0,4,0,0,0,0,1,0,0,0,0
2331,42,7,6,6,7.5,4,0,0,0,0,1,0,0,0,0
2332,40,8,5,6,8.0,4,0,0,0,0,1,0,0,0,0
2333,35,8,1,6,8.5,4,0,0,0,0,1,0,0,0,0
2334,30,8,1,8,9.0,4,0,0,0,0,1,0,0,0,0
2335,33,9,3,10,9.5,4,0,0,0,0,1,0,0,0,0
2336,31,10,10,10,10.0,4,0,0,0,0,1,0,0,0,0
2337,30,10,3,13,10.5,4,0,0,0,1,0,0,0,0,0
2338,30,11,5,13,11.0,4,0,0,0,1,0,0,0,0,0
2339,29,11,0,13,11.5,4,0,0,0,1,0,0,0,0,0
2340,29,12,5,13,12.0,4,0,0,0,1,0,0,0,0,0
2341,30,12,0,16,12.5,4,0,0,0,1,0,0,0,0,0
2342,29,12,6,16,13.0,4,0,0,0,1,0,0,0,0,0
2343,29,12,0,16,13.5,4,0,0,0,1,0,0,0,0,0
2344,30,13,3,16,14.0,4,0,0,0,1,0,0,0,0,0
2345,29,14,3,14,14.5,4,0,0,0,1,0,0,0,0,0
2346,28,12,0,14,15.0,4,0,0,0,1,0,0,0,0,0
2347,28,14,0,16,15.5,4,0,0,0,1,0,0,0,0,0
2348,32,15,3,16,16.0,4,0,0,0,1,0,0,0,0,0
2349,33,15,3,14,16.5,4,0,0,0,1,0,0,0,0,0
2350,35,12,1,14,17.0,4,0,0,0,1,0,0,0,0,0
2351,35,11,0,14,17.5,4,0,0,0,1,0,0,0,0,0
2352,39,10,0,10,18.0,4,0,0,0,1,0,0,0,0,0
2353,40,10,1,10,18.5,4,0,0,0,1,0,0,0,0,0
2354,39,9,1,8,19.0,4,0,0,0,1,0,0,0,0,0
2355,37,8,6,8,19.5,4,0,0,0,1,0,0,0,0,0
2356,34,8,3,8,20.0,4,0,0,0,0,1,0,0,0,0
2357,35,7,3,8,20.5,4,0,0,0,0,1,0,0,0,0
2358,35,7,3,8,21.0,4,0,0,0,0,1,0,0,0,0
2359,35,7,3,10,21.5,4,0,0,0,0,1,0,0,0,0
2360,34,6,13,10,22.0,4,0,0,0,0,1,0,0,0,0
2361,36,6,3,10,22.5,4,0,0,0,0,1,0,0,0,0
2362,36,5,5,10,23.0,4,0,0,0,0,1,0,0,0,0
2363,37,4,6,10,23.5,4,0,0,0,0,1,0,0,0,0
2364,40,4,5,10,0.0,5,0,0,0,0,1,0,0,0,0
2365,41,4,10,11,0.5,5,0,0,0,0,1,0,0,0,0
2366,41,3,8,11,1.0,5,0,0,0,0,1,0,0,0,0
2367,40,3,8,11,1.5,5,0,0,0,0,1,0,0,0,0
2368,40,3,5,11,2.0,5,0,0,0,0,1,0,0,0,0
2369,40,2,5,255,2.5,5,0,0,0,0,0,0,0,0,0
2370,40,2,3,11,3.0,5,0,0,0,0,1,0,0,0,0
2371,40,2,3,11,3.5,5,0,0,0,0,1,0,0,0,0
2372,40,2,3,11,4.0,5,0,0,0,0,1,0,0,0,0
2373,40,1,6,13,4.5,5,0,0,0,0,1,0,0,0,0
2374,40,1,3,13,5.0,5,0,0,0,0,1,0,0,0,0
2375,40,1,3,11,5.5,5,0,0,0,0,1,0,0,0,0
2376,40,1,8,10,6.0,5,0,0,0,0,1,0,0,0,0
2377,40,0,5,10,6.5,5,0,0,0,0,1,0,0,0,0
2378,40,0,13,10,7.0,5,0,0,0,0,1,0,0,0,0
2379,40,0,6,8,7.5,5,0,0,0,0,1,0,0,0,0
2380,40,-1,6,8,8.0,5,0,0,0,0,1,0,0,0,0
2381,38,-1,8,8,8.5,5,0,0,0,0,1,0,0,0,0
2382,38,-1,6,8,9.0,5,0,0,0,0,1,0,0,0,0
2383,36,-1,3,11,10.0,5,0,0,0,0,1,0,0,0,0
2384,36,-1,6,14,10.5,5,0,0,0,0,1,0,0,0,0
2385,39,-1,3,13,11.0,5,0,0,0,0,1,0,0,0,0
2386,41,-1,3,11,11.5,5,0,0,0,0,1,0,0,0,0
2387,42,-1,6,11,12.0,5,0,0,0,0,1,0,0,0,0
2388,42,-1,6,13,12.5,5,0,0,0,0,1,0,0,0,0
2389,42,-1,1,13,13.0,5,0,0,0,0,1,0,0,0,0
2390,42,-1,20,14,13.5,5,0,0,0,0,1,0,0,0,0
2391,42,-1,6,14,14.0,5,0,0,0,0,1,0,0,0,0
