LastModified,Name,Available,Capacity,Open
2018-10-29 10:44:00,P07 Sint-Michiels,272,450,True
2018-10-29 10:43:00,P10 Sint-Pietersplein,453,708,True
2018-10-29 10:44:00,P01 Vrijdagmarkt,298,647,True
2018-10-29 10:38:00,P04 Savaanstraat,244,540,True
2018-10-29 10:43:00,P08 Ramen,88,266,True
2018-10-29 10:44:00,P02 Reep,351,470,True
2018-10-29 10:59:00,P07 Sint-Michiels,254,450,True
2018-10-29 10:59:00,P10 Sint-Pietersplein,452,708,True
2018-10-29 10:59:00,P01 Vrijdagmarkt,266,647,True
2018-10-29 10:59:00,P04 Savaanstraat,235,540,True
2018-10-29 10:55:00,P08 Ramen,86,266,True
2018-10-29 10:59:00,P02 Reep,341,470,True
2018-10-29 11:14:00,P07 Sint-Michiels,249,450,True
2018-10-29 11:14:00,P10 Sint-Pietersplein,441,708,True
2018-10-29 11:13:00,P01 Vrijdagmarkt,235,647,True
2018-10-29 11:14:00,P04 Savaanstraat,232,540,True
2018-10-29 11:13:00,P08 Ramen,85,266,True
2018-10-29 11:14:00,P02 Reep,330,470,True
2018-10-29 11:29:00,P07 Sint-Michiels,226,450,True
2018-10-29 11:29:00,P10 Sint-Pietersplein,445,708,True
2018-10-29 11:29:00,P01 Vrijdagmarkt,217,647,True
2018-10-29 11:28:00,P04 Savaanstraat,258,540,True
2018-10-29 11:19:00,P08 Ramen,83,266,True
2018-10-29 11:28:00,P02 Reep,328,470,True
2018-10-29 11:43:00,P07 Sint-Michiels,218,450,True
2018-10-29 11:43:00,P10 Sint-Pietersplein,436,708,True
2018-10-29 11:43:00,P01 Vrijdagmarkt,184,647,True
2018-10-29 11:42:00,P04 Savaanstraat,255,540,True
2018-10-29 11:43:00,P08 Ramen,80,266,True
2018-10-29 11:40:00,P02 Reep,319,470,True
2018-10-29 11:59:00,P07 Sint-Michiels,189,450,True
2018-10-29 11:59:00,P10 Sint-Pietersplein,429,708,True
2018-10-29 11:59:00,P01 Vrijdagmarkt,165,647,True
2018-10-29 11:59:00,P04 Savaanstraat,249,540,True
2018-10-29 11:55:00,P08 Ramen,76,266,True
2018-10-29 11:57:00,P02 Reep,313,470,True
2018-10-29 12:13:00,P07 Sint-Michiels,171,450,True
2018-10-29 12:14:00,P10 Sint-Pietersplein,419,708,True
2018-10-29 12:14:00,P01 Vrijdagmarkt,153,647,True
2018-10-29 12:14:00,P04 Savaanstraat,236,540,True
2018-10-29 12:09:00,P08 Ramen,77,266,True
2018-10-29 12:10:00,P02 Reep,310,470,True
2018-10-29 12:29:00,P07 Sint-Michiels,161,450,True
2018-10-29 12:29:00,P10 Sint-Pietersplein,419,708,True
2018-10-29 12:28:00,P01 Vrijdagmarkt,140,647,True
2018-10-29 12:29:00,P04 Savaanstraat,241,540,True
2018-10-29 12:29:00,P08 Ramen,69,266,True
2018-10-29 12:27:00,P02 Reep,308,470,True
2018-10-29 12:44:00,P07 Sint-Michiels,150,450,True
2018-10-29 12:44:00,P10 Sint-Pietersplein,410,708,True
2018-10-29 12:44:00,P01 Vrijdagmarkt,137,647,True
2018-10-29 12:44:00,P04 Savaanstraat,236,540,True
2018-10-29 12:42:00,P08 Ramen,69,266,True
2018-10-29 12:44:00,P02 Reep,303,470,True
2018-10-29 12:59:00,P07 Sint-Michiels,152,450,True
2018-10-29 12:58:00,P10 Sint-Pietersplein,410,708,True
2018-10-29 12:56:00,P01 Vrijdagmarkt,117,647,True
2018-10-29 12:56:00,P04 Savaanstraat,237,540,True
2018-10-29 12:56:00,P08 Ramen,71,266,True
2018-10-29 12:58:00,P02 Reep,293,470,True
2018-10-29 13:14:00,P07 Sint-Michiels,150,450,True
2018-10-29 13:13:00,P10 Sint-Pietersplein,392,708,True
2018-10-29 13:13:00,P01 Vrijdagmarkt,95,647,True
2018-10-29 13:14:00,P04 Savaanstraat,232,540,True
2018-10-29 13:12:00,P08 Ramen,77,266,True
2018-10-29 13:14:00,P02 Reep,294,470,True
2018-10-29 13:29:00,P07 Sint-Michiels,138,450,True
2018-10-29 13:29:00,P10 Sint-Pietersplein,385,708,True
2018-10-29 13:29:00,P01 Vrijdagmarkt,88,647,True
2018-10-29 13:24:00,P04 Savaanstraat,229,540,True
2018-10-29 13:28:00,P08 Ramen,80,266,True
2018-10-29 13:27:00,P02 Reep,295,470,True
2018-10-29 13:44:00,P07 Sint-Michiels,130,450,True
2018-10-29 13:44:00,P10 Sint-Pietersplein,372,708,True
2018-10-29 13:44:00,P01 Vrijdagmarkt,75,647,True
2018-10-29 13:40:00,P04 Savaanstraat,227,540,True
2018-10-29 13:41:00,P08 Ramen,80,266,True
2018-10-29 13:44:00,P02 Reep,290,470,True
2018-10-29 13:59:00,P07 Sint-Michiels,124,450,True
2018-10-29 13:59:00,P10 Sint-Pietersplein,328,708,True
2018-10-29 13:58:00,P01 Vrijdagmarkt,61,647,True
2018-10-29 13:59:00,P04 Savaanstraat,225,540,True
2018-10-29 13:57:00,P08 Ramen,82,266,True
2018-10-29 13:59:00,P02 Reep,284,470,True
2018-10-29 14:06:00,P07 Sint-Michiels,125,450,True
2018-10-29 14:06:00,P10 Sint-Pietersplein,307,708,True
2018-10-29 14:06:00,P01 Vrijdagmarkt,67,647,True
2018-10-29 14:06:00,P04 Savaanstraat,228,540,True
2018-10-29 14:04:00,P08 Ramen,82,266,True
2018-10-29 14:06:00,P02 Reep,285,470,True
2018-10-29 14:14:00,P07 Sint-Michiels,122,450,True
2018-10-29 14:14:00,P10 Sint-Pietersplein,287,708,True
2018-10-29 14:14:00,P01 Vrijdagmarkt,71,647,True
2018-10-29 14:13:00,P04 Savaanstraat,233,540,True
2018-10-29 14:13:00,P08 Ramen,82,266,True
2018-10-29 14:13:00,P02 Reep,286,470,True
2018-10-29 14:27:00,P07 Sint-Michiels,119,450,True
2018-10-29 14:29:00,P10 Sint-Pietersplein,275,708,True
2018-10-29 14:29:00,P01 Vrijdagmarkt,95,647,True
2018-10-29 14:29:00,P04 Savaanstraat,227,540,True
2018-10-29 14:29:00,P08 Ramen,82,266,True
2018-10-29 14:28:00,P02 Reep,275,470,True
2018-10-29 14:35:00,P07 Sint-Michiels,109,450,True
2018-10-29 14:36:00,P10 Sint-Pietersplein,262,708,True
2018-10-29 14:37:00,P01 Vrijdagmarkt,111,647,True
2018-10-29 14:36:00,P04 Savaanstraat,227,540,True
2018-10-29 14:37:00,P08 Ramen,81,266,True
2018-10-29 14:36:00,P02 Reep,273,470,True
2018-10-29 14:44:00,P07 Sint-Michiels,111,450,True
2018-10-29 14:44:00,P10 Sint-Pietersplein,262,708,True
2018-10-29 14:44:00,P01 Vrijdagmarkt,104,647,True
2018-10-29 14:44:00,P04 Savaanstraat,235,540,True
2018-10-29 14:44:00,P08 Ramen,84,266,True
2018-10-29 14:44:00,P02 Reep,269,470,True
2018-10-29 14:59:00,P07 Sint-Michiels,124,450,True
2018-10-29 14:59:00,P10 Sint-Pietersplein,261,708,True
2018-10-29 14:59:00,P01 Vrijdagmarkt,106,647,True
2018-10-29 14:57:00,P04 Savaanstraat,236,540,True
2018-10-29 14:56:00,P08 Ramen,83,266,True
2018-10-29 14:56:00,P02 Reep,269,470,True
2018-10-29 15:14:00,P07 Sint-Michiels,136,450,True
2018-10-29 15:12:00,P10 Sint-Pietersplein,263,708,True
2018-10-29 15:14:00,P01 Vrijdagmarkt,119,647,True
2018-10-29 15:14:00,P04 Savaanstraat,241,540,True
2018-10-29 15:14:00,P08 Ramen,84,266,True
2018-10-29 15:11:00,P02 Reep,271,470,True
2018-10-29 15:29:00,P07 Sint-Michiels,158,450,True
2018-10-29 15:29:00,P10 Sint-Pietersplein,271,708,True
2018-10-29 15:29:00,P01 Vrijdagmarkt,133,647,True
2018-10-29 15:29:00,P04 Savaanstraat,249,540,True
2018-10-29 15:28:00,P08 Ramen,92,266,True
2018-10-29 15:29:00,P02 Reep,279,470,True
2018-10-29 15:44:00,P07 Sint-Michiels,169,450,True
2018-10-29 15:42:00,P10 Sint-Pietersplein,277,708,True
2018-10-29 15:44:00,P01 Vrijdagmarkt,146,647,True
2018-10-29 15:44:00,P04 Savaanstraat,252,540,True
2018-10-29 15:42:00,P08 Ramen,104,266,True
2018-10-29 15:44:00,P02 Reep,284,470,True
2018-10-29 15:59:00,P07 Sint-Michiels,185,450,True
2018-10-29 15:59:00,P10 Sint-Pietersplein,292,708,True
2018-10-29 15:59:00,P01 Vrijdagmarkt,179,647,True
2018-10-29 15:59:00,P04 Savaanstraat,259,540,True
2018-10-29 15:56:00,P08 Ramen,99,266,True
2018-10-29 15:59:00,P02 Reep,302,470,True
2018-10-29 16:14:00,P07 Sint-Michiels,194,450,True
2018-10-29 16:13:00,P10 Sint-Pietersplein,311,708,True
2018-10-29 16:14:00,P01 Vrijdagmarkt,212,647,True
2018-10-29 16:14:00,P04 Savaanstraat,278,540,True
2018-10-29 16:13:00,P08 Ramen,108,266,True
2018-10-29 16:14:00,P02 Reep,319,470,True
2018-10-29 16:29:00,P07 Sint-Michiels,207,450,True
2018-10-29 16:29:00,P10 Sint-Pietersplein,339,708,True
2018-10-29 16:29:00,P01 Vrijdagmarkt,242,647,True
2018-10-29 16:29:00,P04 Savaanstraat,301,540,True
2018-10-29 16:29:00,P08 Ramen,120,266,True
2018-10-29 16:28:00,P02 Reep,337,470,True
2018-10-29 16:44:00,P07 Sint-Michiels,225,450,True
2018-10-29 16:44:00,P10 Sint-Pietersplein,385,708,True
2018-10-29 16:44:00,P01 Vrijdagmarkt,268,647,True
2018-10-29 16:44:00,P04 Savaanstraat,319,540,True
2018-10-29 16:43:00,P08 Ramen,129,266,True
2018-10-29 16:44:00,P02 Reep,359,470,True
2018-10-29 16:59:00,P07 Sint-Michiels,251,450,True
2018-10-29 16:59:00,P10 Sint-Pietersplein,431,708,True
2018-10-29 16:59:00,P01 Vrijdagmarkt,300,647,True
2018-10-29 16:59:00,P04 Savaanstraat,344,540,True
2018-10-29 16:58:00,P08 Ramen,138,266,True
2018-10-29 16:58:00,P02 Reep,364,470,True
2018-10-29 17:14:00,P07 Sint-Michiels,270,450,True
2018-10-29 17:14:00,P10 Sint-Pietersplein,455,708,True
2018-10-29 17:14:00,P01 Vrijdagmarkt,329,647,True
2018-10-29 17:14:00,P04 Savaanstraat,362,540,True
2018-10-29 17:14:00,P08 Ramen,160,266,True
2018-10-29 17:14:00,P02 Reep,374,470,True
2018-10-29 17:28:00,P07 Sint-Michiels,274,450,True
2018-10-29 17:28:00,P10 Sint-Pietersplein,472,708,True
2018-10-29 17:28:00,P01 Vrijdagmarkt,343,647,True
2018-10-29 17:29:00,P04 Savaanstraat,379,540,True
2018-10-29 17:28:00,P08 Ramen,165,266,True
2018-10-29 17:28:00,P02 Reep,378,470,True
2018-10-29 17:32:00,P07 Sint-Michiels,279,450,True
2018-10-29 17:32:00,P10 Sint-Pietersplein,473,708,True
2018-10-29 17:32:00,P01 Vrijdagmarkt,348,647,True
2018-10-29 17:32:00,P04 Savaanstraat,386,540,True
2018-10-29 17:31:02,P08 Ramen,169,266,True
2018-10-29 17:31:02,P02 Reep,379,470,True
2018-10-29 17:44:00,P07 Sint-Michiels,286,450,True
2018-10-29 17:44:00,P10 Sint-Pietersplein,484,708,True
2018-10-29 17:44:00,P01 Vrijdagmarkt,365,647,True
2018-10-29 17:43:00,P04 Savaanstraat,397,540,True
2018-10-29 17:43:00,P08 Ramen,171,266,True
2018-10-29 17:44:00,P02 Reep,386,470,True
2018-10-29 17:59:00,P07 Sint-Michiels,294,450,True
2018-10-29 17:59:00,P10 Sint-Pietersplein,508,708,True
2018-10-29 17:58:00,P01 Vrijdagmarkt,366,647,True
2018-10-29 17:59:00,P04 Savaanstraat,414,540,True
2018-10-29 17:58:00,P08 Ramen,167,266,True
2018-10-29 17:58:00,P02 Reep,391,470,True
2018-10-29 18:13:00,P07 Sint-Michiels,300,450,True
2018-10-29 18:13:00,P10 Sint-Pietersplein,528,708,True
2018-10-29 18:14:00,P01 Vrijdagmarkt,385,647,True
2018-10-29 18:14:00,P04 Savaanstraat,423,540,True
2018-10-29 18:14:00,P08 Ramen,160,266,True
2018-10-29 18:14:00,P02 Reep,399,470,True
2018-10-29 18:27:00,P07 Sint-Michiels,292,450,True
2018-10-29 18:29:00,P10 Sint-Pietersplein,534,708,True
2018-10-29 18:29:00,P01 Vrijdagmarkt,379,647,True
2018-10-29 18:28:00,P04 Savaanstraat,428,540,True
2018-10-29 18:29:00,P08 Ramen,157,266,True
2018-10-29 18:29:00,P02 Reep,405,470,True
2018-10-29 18:44:00,P07 Sint-Michiels,291,450,True
2018-10-29 18:44:00,P10 Sint-Pietersplein,529,708,True
2018-10-29 18:44:00,P01 Vrijdagmarkt,368,647,True
2018-10-29 18:43:00,P04 Savaanstraat,432,540,True
2018-10-29 18:44:00,P08 Ramen,156,266,True
2018-10-29 18:41:00,P02 Reep,403,470,True
2018-10-29 18:59:00,P07 Sint-Michiels,270,450,True
2018-10-29 18:59:00,P10 Sint-Pietersplein,530,708,True
2018-10-29 18:59:00,P01 Vrijdagmarkt,364,647,True
2018-10-29 18:58:00,P04 Savaanstraat,441,540,True
2018-10-29 18:59:00,P08 Ramen,156,266,True
2018-10-29 18:58:00,P02 Reep,395,470,True
2018-10-29 19:13:00,P07 Sint-Michiels,251,450,True
2018-10-29 19:13:00,P10 Sint-Pietersplein,509,708,True
2018-10-29 19:14:00,P01 Vrijdagmarkt,362,647,True
2018-10-29 19:11:00,P04 Savaanstraat,443,540,True
2018-10-29 19:10:00,P08 Ramen,149,266,True
2018-10-29 19:14:00,P02 Reep,391,470,True
2018-10-29 19:29:00,P07 Sint-Michiels,230,450,True
2018-10-29 19:29:00,P10 Sint-Pietersplein,499,708,True
2018-10-29 19:27:00,P01 Vrijdagmarkt,350,647,True
2018-10-29 19:25:00,P04 Savaanstraat,435,540,True
2018-10-29 19:23:00,P08 Ramen,147,266,True
2018-10-29 19:29:00,P02 Reep,388,470,True
2018-10-29 19:44:00,P07 Sint-Michiels,203,450,True
2018-10-29 19:44:00,P10 Sint-Pietersplein,486,708,True
2018-10-29 19:44:00,P01 Vrijdagmarkt,348,647,True
2018-10-29 19:43:00,P04 Savaanstraat,431,540,True
2018-10-29 19:42:00,P02 Reep,389,470,True
2018-10-29 19:47:00,P04 Savaanstraat,432,540,True
2018-10-29 19:43:00,P08 Ramen,143,266,True
2018-10-29 19:47:00,P07 Sint-Michiels,195,450,True
2018-10-29 19:47:00,P10 Sint-Pietersplein,475,708,True
2018-10-29 19:47:00,P01 Vrijdagmarkt,351,647,True
2018-10-29 19:48:00,P04 Savaanstraat,434,540,True
2018-10-29 19:48:00,P08 Ramen,144,266,True
2018-10-29 19:46:00,P02 Reep,389,470,True
2018-10-29 19:59:00,P07 Sint-Michiels,188,450,True
2018-10-29 19:57:00,P10 Sint-Pietersplein,466,708,True
2018-10-29 19:59:00,P01 Vrijdagmarkt,337,647,True
2018-10-29 19:58:00,P04 Savaanstraat,428,540,True
2018-10-29 19:57:00,P08 Ramen,140,266,True
2018-10-29 19:59:00,P02 Reep,389,470,True
2018-10-29 20:13:00,P07 Sint-Michiels,181,450,True
2018-10-29 20:14:00,P10 Sint-Pietersplein,458,708,True
2018-10-29 20:14:00,P01 Vrijdagmarkt,338,647,True
2018-10-29 20:13:00,P04 Savaanstraat,424,540,True
2018-10-29 20:12:00,P08 Ramen,141,266,True
2018-10-29 20:14:00,P02 Reep,384,470,True
2018-10-29 20:28:00,P07 Sint-Michiels,185,450,True
2018-10-29 20:28:00,P10 Sint-Pietersplein,459,708,True
2018-10-29 20:29:00,P01 Vrijdagmarkt,338,647,True
2018-10-29 20:28:00,P04 Savaanstraat,423,540,True
2018-10-29 20:27:00,P08 Ramen,138,266,True
2018-10-29 20:28:00,P02 Reep,385,470,True
2018-10-29 20:39:00,P07 Sint-Michiels,184,450,True
2018-10-29 20:43:00,P10 Sint-Pietersplein,460,708,True
2018-10-29 20:44:00,P01 Vrijdagmarkt,348,647,True
2018-10-29 20:44:00,P08 Ramen,137,266,True
2018-10-29 20:41:00,P02 Reep,386,470,True
2018-10-29 20:59:00,P07 Sint-Michiels,184,450,True
2018-10-29 20:58:00,P10 Sint-Pietersplein,463,708,True
2018-10-29 20:57:00,P01 Vrijdagmarkt,353,647,True
2018-10-29 20:43:00,P04 Savaanstraat,425,540,True
2018-10-29 20:58:00,P08 Ramen,135,266,True
2018-10-29 20:58:00,P02 Reep,384,470,True
2018-10-29 21:14:00,P07 Sint-Michiels,195,450,True
2018-10-29 21:11:00,P10 Sint-Pietersplein,468,708,True
2018-10-29 21:13:00,P01 Vrijdagmarkt,364,647,True
2018-10-29 21:14:00,P04 Savaanstraat,428,540,True
2018-10-29 21:08:00,P08 Ramen,138,266,True
2018-10-29 21:11:00,P02 Reep,388,470,True
2018-10-29 21:21:00,P07 Sint-Michiels,198,450,True
2018-10-29 21:21:00,P10 Sint-Pietersplein,466,708,True
2018-10-29 21:20:00,P01 Vrijdagmarkt,373,647,True
2018-10-29 21:21:00,P04 Savaanstraat,429,540,True
2018-10-29 21:21:00,P08 Ramen,137,266,True
2018-10-29 21:19:00,P02 Reep,389,470,True
2018-10-29 21:29:00,P07 Sint-Michiels,204,450,True
2018-10-29 21:24:00,P10 Sint-Pietersplein,464,708,True
2018-10-29 21:28:00,P01 Vrijdagmarkt,378,647,True
2018-10-29 21:27:00,P04 Savaanstraat,430,540,True
2018-10-29 21:29:00,P08 Ramen,136,266,True
2018-10-29 21:22:00,P02 Reep,390,470,True
2018-10-29 21:43:00,P07 Sint-Michiels,214,450,True
2018-10-29 21:42:00,P10 Sint-Pietersplein,471,708,True
2018-10-29 21:42:00,P01 Vrijdagmarkt,393,647,True
2018-10-29 21:41:00,P08 Ramen,136,266,True
2018-10-29 21:44:00,P02 Reep,392,470,True
2018-10-29 21:54:00,P07 Sint-Michiels,227,450,True
2018-10-29 21:59:00,P10 Sint-Pietersplein,477,708,True
2018-10-29 21:59:00,P01 Vrijdagmarkt,413,647,True
2018-10-29 21:42:00,P04 Savaanstraat,431,540,True
2018-10-29 21:52:00,P08 Ramen,141,266,True
2018-10-29 21:59:00,P02 Reep,400,470,True
2018-10-29 22:10:00,P07 Sint-Michiels,249,450,True
2018-10-29 22:10:00,P10 Sint-Pietersplein,488,708,True
2018-10-29 22:10:00,P01 Vrijdagmarkt,430,647,True
2018-10-29 22:11:00,P08 Ramen,144,266,True
2018-10-29 22:10:00,P02 Reep,401,470,True
2018-10-29 22:14:00,P07 Sint-Michiels,256,450,True
2018-10-29 22:14:00,P10 Sint-Pietersplein,499,708,True
2018-10-29 22:13:00,P01 Vrijdagmarkt,431,647,True
2018-10-29 22:03:00,P04 Savaanstraat,433,540,True
2018-10-29 22:12:00,P08 Ramen,146,266,True
2018-10-29 22:12:00,P02 Reep,402,470,True
2018-10-29 22:29:00,P07 Sint-Michiels,270,450,True
2018-10-29 22:29:00,P10 Sint-Pietersplein,526,708,True
2018-10-29 22:29:00,P01 Vrijdagmarkt,448,647,True
2018-10-29 22:29:00,P04 Savaanstraat,438,540,True
2018-10-29 22:26:00,P08 Ramen,148,266,True
2018-10-29 22:24:00,P02 Reep,403,470,True
2018-10-29 22:43:00,P07 Sint-Michiels,291,450,True
2018-10-29 22:42:00,P10 Sint-Pietersplein,562,708,True
2018-10-29 22:44:00,P01 Vrijdagmarkt,458,647,True
2018-10-29 22:44:00,P04 Savaanstraat,438,540,True
2018-10-29 22:40:00,P08 Ramen,150,266,True
2018-10-29 22:43:00,P02 Reep,406,470,True
2018-10-29 22:59:00,P07 Sint-Michiels,303,450,True
2018-10-29 22:59:00,P10 Sint-Pietersplein,560,708,True
2018-10-29 22:59:00,P01 Vrijdagmarkt,478,647,True
2018-10-29 22:55:00,P04 Savaanstraat,442,540,True
2018-10-29 22:57:00,P08 Ramen,154,266,True
2018-10-29 22:56:00,P02 Reep,414,470,True
2018-10-29 23:11:00,P07 Sint-Michiels,316,450,True
2018-10-29 23:14:00,P10 Sint-Pietersplein,582,708,True
2018-10-29 23:14:00,P01 Vrijdagmarkt,488,647,True
2018-10-29 23:05:00,P04 Savaanstraat,444,540,True
2018-10-29 23:14:00,P08 Ramen,155,266,True
2018-10-29 23:05:00,P02 Reep,415,470,True
2018-10-29 23:28:00,P07 Sint-Michiels,325,450,True
2018-10-29 23:28:00,P10 Sint-Pietersplein,586,708,True
2018-10-29 23:29:00,P01 Vrijdagmarkt,498,647,True
2018-10-29 23:15:00,P08 Ramen,156,266,True
2018-10-29 23:34:00,P07 Sint-Michiels,333,450,True
2018-10-29 23:33:00,P10 Sint-Pietersplein,588,708,True
2018-10-29 23:33:00,P01 Vrijdagmarkt,502,647,True
2018-10-29 23:27:00,P04 Savaanstraat,445,540,True
2018-10-29 23:33:00,P08 Ramen,156,266,True
2018-10-29 23:23:00,P02 Reep,416,470,True
2018-10-29 23:42:00,P07 Sint-Michiels,340,450,True
2018-10-29 23:43:00,P10 Sint-Pietersplein,592,708,True
2018-10-29 23:43:00,P01 Vrijdagmarkt,506,647,True
2018-10-29 23:44:00,P04 Savaanstraat,447,540,True
2018-10-29 23:37:00,P08 Ramen,157,266,True
2018-10-29 23:43:00,P02 Reep,418,470,True
2018-10-29 23:49:00,P07 Sint-Michiels,341,450,True
2018-10-29 23:54:00,P10 Sint-Pietersplein,594,708,True
2018-10-29 23:54:00,P01 Vrijdagmarkt,511,647,True
2018-10-29 23:47:00,P04 Savaanstraat,448,540,True
2018-10-30 00:01:01,P07 Sint-Michiels,343,450,True
2018-10-30 00:14:00,P10 Sint-Pietersplein,595,708,True
2018-10-30 00:01:01,P01 Vrijdagmarkt,512,647,True
2018-10-29 23:51:00,P08 Ramen,158,266,True
2018-10-30 00:25:00,P07 Sint-Michiels,346,450,True
2018-10-30 00:29:00,P10 Sint-Pietersplein,599,708,True
2018-10-30 00:14:00,P04 Savaanstraat,450,540,True
2018-10-30 00:25:00,P08 Ramen,158,266,True
2018-10-30 00:43:00,P07 Sint-Michiels,355,450,True
2018-10-30 00:32:00,P10 Sint-Pietersplein,600,708,True
2018-10-30 00:22:00,P01 Vrijdagmarkt,514,647,True
2018-10-30 00:43:00,P04 Savaanstraat,451,540,True
2018-10-29 23:52:00,P02 Reep,421,470,True
2018-10-30 00:55:00,P07 Sint-Michiels,359,450,True
2018-10-30 00:49:00,P10 Sint-Pietersplein,599,708,True
2018-10-30 00:53:00,P01 Vrijdagmarkt,515,647,True
2018-10-30 00:42:00,P08 Ramen,160,266,True
2018-10-30 01:11:00,P10 Sint-Pietersplein,606,708,True
2018-10-30 01:10:00,P01 Vrijdagmarkt,516,647,True
2018-10-30 01:04:00,P07 Sint-Michiels,360,450,True
2018-10-30 01:22:00,P01 Vrijdagmarkt,515,647,True
2018-10-30 01:18:00,P10 Sint-Pietersplein,607,708,True
2018-10-30 01:40:00,P01 Vrijdagmarkt,516,647,True
2018-10-30 01:46:00,P01 Vrijdagmarkt,517,647,True
2018-10-30 00:52:00,P04 Savaanstraat,449,540,True
2018-10-30 01:46:00,P10 Sint-Pietersplein,607,708,True
2018-10-30 02:14:00,P01 Vrijdagmarkt,517,647,True
2018-10-30 02:20:00,P04 Savaanstraat,448,540,True
2018-10-30 02:41:00,P10 Sint-Pietersplein,608,708,True
2018-10-30 02:35:00,P01 Vrijdagmarkt,500,647,True
2018-10-30 01:03:00,P08 Ramen,159,266,True
2018-10-30 01:33:00,P07 Sint-Michiels,361,450,True
2018-10-30 02:50:00,P10 Sint-Pietersplein,607,708,True
2018-10-30 03:08:00,P10 Sint-Pietersplein,608,708,True
2018-10-30 03:11:00,P07 Sint-Michiels,362,450,True
2018-10-30 03:21:00,P10 Sint-Pietersplein,609,708,True
2018-10-30 02:32:00,P04 Savaanstraat,447,540,True
2018-10-30 03:37:00,P10 Sint-Pietersplein,609,708,True
2018-10-30 03:47:00,P10 Sint-Pietersplein,610,708,True
2018-10-30 02:52:00,P01 Vrijdagmarkt,501,647,True
2018-10-30 03:40:00,P04 Savaanstraat,448,540,True
2018-10-30 03:40:00,P07 Sint-Michiels,360,450,True
2018-10-30 04:14:00,P10 Sint-Pietersplein,613,708,True
2018-10-30 02:46:00,P08 Ramen,158,266,True
2018-10-30 04:40:00,P10 Sint-Pietersplein,614,708,True
2018-10-30 04:12:00,P04 Savaanstraat,447,540,True
2018-10-30 04:43:00,P08 Ramen,157,266,True
2018-10-30 04:48:00,P10 Sint-Pietersplein,615,708,True
2018-10-30 04:12:00,P01 Vrijdagmarkt,501,647,True
2018-10-30 05:06:00,P08 Ramen,158,266,True
2018-10-30 05:25:00,P10 Sint-Pietersplein,617,708,True
2018-10-30 05:22:00,P01 Vrijdagmarkt,502,647,True
2018-10-30 00:48:00,P02 Reep,422,470,True
2018-10-30 04:19:00,P07 Sint-Michiels,361,450,True
2018-10-30 05:38:00,P10 Sint-Pietersplein,620,708,True
2018-10-30 05:44:00,P01 Vrijdagmarkt,502,647,True
2018-10-30 04:48:00,P04 Savaanstraat,446,540,True
2018-10-30 05:21:00,P08 Ramen,157,266,True
2018-10-30 05:36:00,P02 Reep,422,470,True
2018-10-30 05:57:00,P10 Sint-Pietersplein,622,708,True
2018-10-30 05:50:00,P04 Savaanstraat,448,540,True
2018-10-30 05:53:00,P02 Reep,423,470,True
2018-10-30 05:50:00,P07 Sint-Michiels,360,450,True
2018-10-30 06:12:00,P10 Sint-Pietersplein,627,708,True
2018-10-30 05:59:00,P01 Vrijdagmarkt,499,647,True
2018-10-30 06:10:00,P04 Savaanstraat,447,540,True
2018-10-30 05:57:00,P08 Ramen,158,266,True
2018-10-30 06:05:00,P02 Reep,424,470,True
2018-10-30 06:22:00,P07 Sint-Michiels,358,450,True
2018-10-30 06:21:00,P10 Sint-Pietersplein,627,708,True
2018-10-30 06:27:00,P01 Vrijdagmarkt,501,647,True
2018-10-30 06:25:00,P04 Savaanstraat,446,540,True
2018-10-30 06:24:00,P08 Ramen,154,266,True
2018-10-30 06:43:00,P07 Sint-Michiels,359,450,True
2018-10-30 06:41:00,P10 Sint-Pietersplein,629,708,True
2018-10-30 06:31:00,P01 Vrijdagmarkt,502,647,True
2018-10-30 06:41:00,P04 Savaanstraat,444,540,True
2018-10-30 06:33:00,P08 Ramen,154,266,True
2018-10-30 06:21:00,P02 Reep,423,470,True
2018-10-30 06:57:00,P07 Sint-Michiels,362,450,True
2018-10-30 06:45:00,P10 Sint-Pietersplein,630,708,True
2018-10-30 06:58:00,P01 Vrijdagmarkt,504,647,True
2018-10-30 06:52:00,P04 Savaanstraat,444,540,True
2018-10-30 06:54:00,P08 Ramen,153,266,True
2018-10-30 06:59:00,P02 Reep,423,470,True
2018-10-30 07:13:00,P07 Sint-Michiels,364,450,True
2018-10-30 07:11:00,P10 Sint-Pietersplein,624,708,True
2018-10-30 07:13:00,P01 Vrijdagmarkt,508,647,True
2018-10-30 07:10:00,P04 Savaanstraat,439,540,True
2018-10-30 07:13:00,P08 Ramen,151,266,True
2018-10-30 07:10:00,P02 Reep,422,470,True
2018-10-30 07:21:00,P07 Sint-Michiels,364,450,True
2018-10-30 07:28:00,P10 Sint-Pietersplein,622,708,True
2018-10-30 07:28:00,P01 Vrijdagmarkt,511,647,True
2018-10-30 07:29:00,P04 Savaanstraat,426,540,True
2018-10-30 07:29:00,P08 Ramen,147,266,True
2018-10-30 07:29:00,P02 Reep,415,470,True
2018-10-30 07:42:00,P07 Sint-Michiels,365,450,True
2018-10-30 07:44:00,P10 Sint-Pietersplein,611,708,True
2018-10-30 07:44:00,P01 Vrijdagmarkt,516,647,True
2018-10-30 07:44:00,P04 Savaanstraat,420,540,True
2018-10-30 07:44:00,P08 Ramen,129,266,True
2018-10-30 07:41:00,P02 Reep,412,470,True
